,Store Number,Store Location,lon,lat,# of stores within 5 mile radius,Nearest other store (mi)
164533,5755,POINT (-92.4017 41.01069),-1.6127138994400445,0.7157715690147133,21,0.05585821990256345
164749,6157,POINT (-95.17827 43.34405),-1.6611741878521433,0.7564963836490483,12,1.4997509897483134
164903,5418,POINT (-91.70137 42.03402),-1.6004908350895524,0.7336320468491468,80,0.23493683471345375
164969,5837,POINT (-95.1272 43.39208),-1.66028284820315,0.757334665288781,20,0.6921557855431033
165729,5379,POINT (-93.79318 42.9343),-1.6369998069156952,0.7493448970390014,0,9.23746658686005
166050,6200,POINT (-91.52836 40.96218),-1.5974712409506773,0.7149249097945708,10,0.020532913212164907
166077,6114,POINT (-95.32064 43.45607),-1.6636590131082076,0.7584515014771321,1,0.08717075294966095
174085,5392,POINT (-93.46331 41.6886),-1.6312424893121416,0.7276033305469081,24,0.12537671569661787
174110,6300,POINT (-93.61078 42.00106),-1.6338163263600576,0.7330567863276896,43,0.017458543524382163
174151,4428,POINT (-93.67956 42.01212),-1.6350167638195792,0.7332498197429602,38,0.05602850317824383
174163,5921,POINT (-93.80082 41.61444),-1.6371331500705475,0.7263089943736291,115,0.6590819296838574
174234,6011,POINT (-93.24101 43.13379),-1.627362622384958,0.7528266543638049,23,1.0414389724752386
174257,6003,POINT (-93.61659 42.02292),-1.6339177299895984,0.7334383153021755,43,0.1262761929403524
174355,4515,POINT (-93.50899 42.65669),-1.6320397557144524,0.7444996885025399,1,2.680256558680431
174676,5778,POINT (-93.60053 41.89277),-1.6336374301117282,0.7311667692807049,3,0.6722158348031062
175206,6170,POINT (-93.62959 41.67966),-1.6341446227923575,0.7274472981117798,76,1.196251258711047
175289,6167,POINT (-95.87853 41.23908),-1.673396030472159,0.7197577264933431,53,0.06705687408063868
175569,10021,POINT (-93.44951 41.69891),-1.6310016338753663,0.7277832739927886,23,0.2846094257218404
182440,4798,POINT (-93.59683 41.55602),-1.6335728529294042,0.7252893730246139,65,0.026262172944107477
182457,5809,POINT (-94.08597 41.83845),-1.6421099564326094,0.7302187064310216,9,0.2548280869919456
182495,4537,POINT (-93.74789 40.74218),-1.6362093472974668,0.7110851854401833,1,0.5395482773499591
182519,4056,POINT (-91.16999 40.82123),-1.591216504510305,0.7124648682138849,39,0.6506925972095556
182572,5811,POINT (-91.5783 41.48002),-1.598342858379123,0.7239629227930984,3,1.3376711739957552
182578,4513,POINT (-93.71774 41.76389),-1.6356831305279906,0.7289173889407347,6,0.05980192344737063
182612,5182,POINT (-95.87013 41.26145),-1.6732494228149914,0.7201481566470144,53,0.011085005907833788
182618,5991,POINT (-93.10948 41.32712),-1.6250669908198099,0.721294314366799,11,0.10785146534497801
182707,5966,POINT (-93.3156 41.01447),-1.6286644634740206,0.7158375424604387,7,0.3813169017606638
182713,2695,POINT (-93.64496 41.54214),-1.634412879898389,0.7250471213244373,75,0.04215269960430232
182754,5751,POINT (-91.11753 40.78009),-1.5903009047847088,0.7117468397596144,36,0.6193772571713873
182798,5967,POINT (-95.23273 41.01644),-1.6621246941627796,0.7158719254467031,5,0.1527279103463833
183068,5576,POINT (-91.18502 41.08781),-1.5914788274968796,0.7171175669338513,1,3.6205502842411974
183107,4402,POINT (-91.55455 41.48765),-1.5979283426817745,0.7240960914150255,4,0.40071516927099393
183127,5754,POINT (-91.14075 40.8004),-1.5907061702370218,0.7121013161306945,38,0.0940177247002332
183236,5841,POINT (-94.18523 42.86846),-1.6438423702481388,0.7481957722594883,0,9.58046464048396
184500,2851,POINT (-94.17008 42.50112),-1.6435779528664618,0.7417844797852124,27,0.05452671691277808
184515,4527,POINT (-94.44175 42.7322),-1.6483194888453547,0.7458175866207208,0,7.126311651326646
194068,4712,POINT (-90.66697 42.5121),-1.5824371493069234,0.7419761169370813,51,0.060126012247510276
194069,10121,POINT (-90.51722 41.57541),-1.5798235187520615,0.7256277923665756,58,0.15299264179799638
194078,5746,POINT (-95.55235 42.76441),-1.6677031155180038,0.7463797571727883,5,0.0779116515335641
194088,3871,POINT (-93.75118 41.54415),-1.6362667686298575,0.7250822024424023,63,1.4210824497184098
194160,4861,POINT (-91.74741 41.94366),-1.6012943846771708,0.7320549673370448,51,1.4043875370078258
194269,5156,POINT (-90.34592 41.59857),-1.5768337697433954,0.7260320106213376,6,0.14420598212044594
194504,4210,POINT (-95.18881 42.64551),-1.6613581455553037,0.744304560692167,13,0.0
194537,5647,POINT (-95.20081 42.65137),-1.661567585065543,0.7444068369863339,13,0.2821433639195049
194801,5760,POINT (-91.1284 41.77712),-1.5904906220744006,0.7291482960007734,3,0.3696724393760218
196022,6025,POINT (-95.19057 42.64648),-1.6613888633501386,0.7443214903859113,13,0.11177636276937944
198528,4711,POINT (-90.72048 42.51138),-1.5833710749896652,0.741963550566467,51,0.011055613613593085
203902,6232,POINT (-95.83708 43.18602),-1.6726725914972072,0.7537382398321215,7,0.06448833465944029
203989,5972,POINT (-93.55835 41.36618),-1.632901250233237,0.7219760399726279,15,0.16307112533529966
204050,3652,POINT (-95.47298 42.34509),-1.666317847690696,0.7390612425533256,3,0.45065100467309926
204077,4714,POINT (-93.55823 41.35194),-1.6328991558381343,0.7217275050871439,15,0.24669201082832107
204181,4365,POINT (-92.72737 41.74512),-1.6183979132150141,0.7285897906401353,11,0.054587092218324584
204289,2844,POINT (-91.49987 41.64957),-1.596973996646784,0.7269221285398546,48,0.09036541451778504
204589,5389,POINT (-92.12484 43.37111),-1.607881780872973,0.756968669744638,4,0.296348905732892
206287,5959,POINT (-93.76057 41.6225),-1.6364306550466197,0.7264496679113398,143,0.265279937251008
206600,9049,POINT (-90.58872 41.89218),-1.5810714291672374,0.7311564718381182,1,4.956302535796623
206900,10130,POINT (-93.82051 42.46942),-1.637476805400265,0.7412312104123302,9,0.23760022516598123
213142,4709,POINT (-93.62064 42.04935),-1.633988415824304,0.7338996058234776,43,0.16069367708632856
213293,4793,POINT (-91.37742 40.62408),-1.594836840977717,0.709023951593578,9,0.2220837133355059
213352,10124,POINT (-91.66285 42.00721),-1.5998185342616844,0.7331641240766872,121,0.004145855104877638
222187,10111,POINT (-93.62169 42.05437),-1.6340067417814501,0.7339872213519277,43,0.03973702495999656
222196,4761,POINT (-92.40291 42.50498),-1.6127350179239937,0.7418518494943395,83,0.22260953301678033
222258,6014,POINT (-93.20904 43.146),-1.6268046406230954,0.7530397590654735,23,0.03476223949840801
222365,10112,POINT (-93.61028 42.01222),-1.6338075997137975,0.7332515650722121,43,0.24946130025854324
222390,2852,POINT (-93.69778 41.61568),-1.6353347628092925,0.7263306364563538,123,0.0584893200650723
222610,4351,POINT (-93.35981 43.14529),-1.6294360735363271,0.7530273672277843,10,0.05359178256632537
223122,10032,POINT (-93.58757 42.00956),-1.6334112354406696,0.733205139314109,43,0.09087498170234018
229756,6084,POINT (-93.88 42.05878),-1.6385151017722765,0.7340641903719407,15,0.023493178929105074
229762,4796,POINT (-93.64495 41.54292),-1.6344127053654638,0.7250607348926028,74,0.011746589464992074
230584,2710,POINT (-92.43846 41.0161),-1.6133554824730776,0.7158659913272463,21,0.020045080941579516
230642,5759,POINT (-91.83643 41.46744),-1.602848076777296,0.7237433603731974,1,0.18266734155018358
230733,10043,POINT (-91.23607 42.86876),-1.5923698180800228,0.7482010082472443,1,0.018016589539027534
230969,5217,POINT (-93.12112 40.68146),-1.6252701471447422,0.7100254215183724,0,11.505098638020193
231686,2693,POINT (-94.37245 41.05153),-1.6471099756737226,0.7164843614812277,11,0.0
232161,4542,POINT (-94.85571 42.84676),-1.6555444538169104,0.7478170358118057,1,0.1256859065509063
240741,4751,POINT (-90.60132 41.56009),-1.581291340652989,0.7253604079251702,74,0.09016294229201154
240969,6132,POINT (-90.72093 42.5124),-1.5833789289712992,0.7419813529248374,51,0.009143378450711889
241084,4685,POINT (-90.6727 42.51577),-1.5825371566730626,0.7420401705206296,51,0.018382374902264853
241165,4658,POINT (-93.26837 42.51963),-1.6278401444683037,0.7421075402297566,4,0.3176823012601729
241214,10132,POINT (-91.68479 41.97244),-1.600201459499572,0.7325572730957688,98,0.0024763439472982158
241283,4706,POINT (-90.1821 41.86638),-1.5739745713627784,0.7307061768911036,17,0.0899625753463899
250665,5711,POINT (-92.29776 42.46365),-1.6108998042155214,0.7411305049144902,66,0.058741794680082386
250861,5848,POINT (-92.80182 42.89589),-1.6196973108431243,0.7486745160733105,1,0.6388891591836523
250869,2692,POINT (-93.77252 41.03062),-1.636639221892233,0.7161194131346358,9,0.00888804287363086
250884,5898,POINT (-91.60718 41.73446),-1.598846909467099,0.7284037385418727,36,0.029190529667033834
251086,5721,POINT (-91.86762 43.183),-1.603392444970993,0.7536855308887114,3,0.15063412321277356
268060,4343,POINT (-93.63692 41.63432),-1.6342725554265287,0.7266559658289256,102,0.45903580198300326
268069,10078,POINT (-93.50323 41.59985),-1.6319392247495377,0.7260543508357632,43,0.06588419989006387
268708,10133,POINT (-93.36825 42.76387),-1.6295833793251957,0.7463703323948274,1,0.05666229065676909
276653,6325,POINT (-93.03507 41.69906),-1.623768291323401,0.7277858919866668,13,0.009796696281500846
281062,5452,POINT (-91.79783 43.30899),-1.6021743796860264,0.755884471213299,9,0.08421517475555994
284948,10109,POINT (-92.41097 41.01797),-1.6128756914617044,0.7158986289842585,21,0.30183754782065797
289357,10138,POINT (-90.56972 41.55216),-1.5807398166093587,0.725222003315487,83,0.0
289440,6270,POINT (-91.14191 41.99813),-1.590726416056345,0.7330056481806062,0,7.639642865061131
289528,5764,POINT (-91.06328 41.4042),-1.589354063665502,0.7226396141542363,23,0.31716850119079554
289770,10146,POINT (-92.44518 41.72856),-1.6134727685988115,0.7283007641160051,2,0.0
290086,6104,POINT (-95.18582 42.63489),-1.661305960210669,0.7441192067256052,13,0.10310480109489942
290567,10135,POINT (-91.16087 41.88847),-1.5910573304825233,0.731091720122869,2,0.0
290977,10134,POINT (-93.83268 41.55883),-1.6376892119702329,0.725338416776595,60,1.2290574557663687
299819,4825,POINT (-93.76603 41.03064),-1.6365259500237788,0.7161197622004861,9,0.13467201970768486
303923,6131,POINT (-96.35965 42.54125),-1.681793158569354,0.7424848804140377,35,0.08276702587199344
304087,5638,POINT (-95.46628 42.34948),-1.6662009106308122,0.7391378625074881,3,0.03122741598366151
304143,6010,POINT (-92.28792 42.47719),-1.6107280638171253,0.7413668224952101,62,0.0033555450703365124
304722,9047,POINT (-93.78719 41.04146),-1.6368952616935006,0.716308606825552,9,0.5398803929315081
309402,10126,POINT (-91.66561 42.02193),-1.5998667053490394,0.7334210365425807,106,0.015645614671760476
309791,4692,POINT (-91.38946 40.40169),-1.595046978619657,0.7051425138700679,10,0.049609251387295654
310937,6274,POINT (-92.62274 41.27906),-1.6165717752186526,0.7204555091282905,6,0.5605699818105959
322152,4744,POINT (-91.63481 42.00552),-1.599329143939425,0.7331346280123284,110,0.023498789039151462
322178,4353,POINT (-93.35316 43.13371),-1.6293200091410698,0.7528252581004033,10,0.8675603612870932
326928,2849,POINT (-93.59682 41.55564),-1.633572678396479,0.7252827407734563,64,0.026262172944107477
327007,5531,POINT (-90.99438 42.30641),-1.5881515318108779,0.7383861491986542,2,0.04071187977083802
327521,5269,POINT (-91.61857 42.14806),-1.5990457024689013,0.7356224203281212,1,0.025098516872466066
327878,10136,POINT (-93.86911 41.61605),-1.6383250354167345,0.7263370941745863,45,0.0
340549,10142,POINT (-90.6217 41.51901),-1.5816470387545454,0.7246434266684509,61,0.543530460458839
340581,10144,POINT (-90.55889 41.53828),-1.5805507974513677,0.7249797516153101,84,0.07140427302232132
340584,10141,POINT (-93.20248 42.74154),-1.6266901470241646,0.7459806003728572,9,0.0
340586,10143,POINT (-90.62181 41.50993),-1.5816489586167224,0.7244849507723697,58,0.01283997270557108
347737,6058,POINT (-92.46091 42.46946),-1.6137473088901502,0.741231908544031,42,0.16021870251976758
359078,6134,POINT (-94.23912 43.08281),-1.6447829281820385,0.7519368855111382,7,0.11859653955507968
362476,2854,POINT (-93.81356 41.61495),-1.6373555050172515,0.7263178955528142,102,0.6590819296838574
362701,2848,POINT (-93.60065 41.73194),-1.6336395245068305,0.7283597562447225,45,0.08830766494676365
373978,4800,POINT (-93.59679 41.52856),-1.6335721547977033,0.7248101056120163,41,1.3918467827701186
377094,2845,POINT (-95.85122 41.26263),-1.672919381053439,0.7201687515321878,53,0.18389741529650816
384480,10157,POINT (-90.19323 41.84832),-1.5741688265085252,0.7303909704281935,17,0.0
384655,5637,POINT (-90.6516 42.51305),-1.5821688922008916,0.7419926975649753,48,0.23181620764025734
385081,9051,POINT (-94.07479 42.44867),-1.6419148286222363,0.7408690545925414,2,2.655373858798983
393524,10150,POINT (-95.55575 42.74738),-1.6677624567125715,0.7460825276011737,5,0.25156813261375005
393668,10145,POINT (-96.17533 43.05845),-1.678576167692078,0.7515117233053524,6,0.1503461272081027
395712,6033,POINT (-96.17377 42.7915),-1.678548940555747,0.7468525668671535,7,0.0790169122157761
396012,5171,POINT (-91.34412 42.47374),-1.594255646336803,0.7413066086360164,2,3.0936383595626316
411615,4801,POINT (-93.65862 41.60038),-1.6346512918742115,0.7260636010807987,125,0.0675576165633693
411621,4718,POINT (-93.7369 41.59776),-1.6360175356126727,0.7260178734543964,125,0.09183562062426676
418218,10154,POINT (-93.83741 42.46956),-1.6377717660438522,0.741233653873283,9,0.0
418510,10153,POINT (-91.12946 40.81458),-1.5905091225644716,0.7123488038186272,38,0.0
419651,2847,POINT (-91.57473 42.03593),-1.598280550124827,0.73366538263786,57,0.08686637694202277
419991,9038,POINT (-94.936366 41.917072),-1.656952166578399,0.7315909191955245,2,0.08493349376998739
421128,5267,POINT (-94.178 42.52904),-1.6437161829432196,0.7422717757123692,26,0.14441395283074632
430491,10075,POINT (-91.72583 41.95614),-1.6009177426245904,0.7322727844276936,66,0.0006909758505199148
430510,10165,POINT (-90.60872 41.58967),-1.5814204950176365,0.7258766763179101,67,0.05940273987135601
441047,10160,POINT (-96.4195 42.50371),-1.6828377381266726,0.741829683812839,39,0.0036931020987648684
441212,10164,POINT (-96.48524 42.99593),-1.6839851175769338,0.7504205434570056,4,0.011746589464552537
445681,10158,POINT (-91.81441 42.9652),-1.6024637552760068,0.7498842037778677,3,0.007600734359674899
450603,4735,POINT (-92.41373 41.02181),-1.6129238625490594,0.7159656496275351,21,0.30183754782065797
450733,10159,POINT (-95.14999 43.33189),-1.6606806087396795,0.7562841516120057,12,0.024184154780504064
450795,10084,POINT (-91.48082 41.62841),-1.596641511424279,0.7265528168701327,38,0.08465732130395133
457701,6218,POINT (-95.14997 43.33716),-1.6606802596738288,0.7563761304635858,12,0.3641456607346248
461246,4695,POINT (-93.464 41.64404),-1.6312545320839802,0.7268256118322194,34,0.04957033429535579
462457,5595,POINT (-93.46507 41.64458),-1.6312732071069764,0.7268350366101801,35,0.037742531184718035
462840,2717,POINT (-93.61908 42.02291),-1.633961188687973,0.7334381407692504,43,0.001539930638886651
469455,10171,POINT (-91.12242 40.82001),-1.5903862513851315,0.7124435751970106,38,0.0
469459,5714,POINT (-92.86798 40.74102),-1.6208520206762436,0.7110649396208601,8,0.16743243685774814
469622,10155,POINT (-91.79577 42.07018),-1.6021384259034352,0.7342631579066681,4,0.001381951701479367
493061,5400,POINT (-94.93739 41.91378),-1.6569700387499393,0.731533462956549,2,0.23348332778679853
500076,10152,POINT (-95.90561 41.25369),-1.6738686656335988,0.7200127190970596,50,0.027012638030011523
501375,6302,POINT (-91.56457 40.84701),-1.5981032246728244,0.712914814095049,2,2.9196622081690777
516401,10170,POINT (-91.10546 40.82025),-1.590090243543993,0.7124477639872153,36,0.0
519877,10176,POINT (-94.73443 40.98828),-1.6534277185000918,0.7153804407293415,2,0.15727891238455827
536763,5516,POINT (-91.64762 42.60053),-1.5995527206166056,0.7435195115946199,0,7.985172503216732
537073,10149,POINT (-96.05653 42.99609),-1.6765027165407087,0.7504233359838087,6,0.2545364091289656
585164,9031,POINT (-95.47983 41.7709),-1.6664374027444575,0.7290397365212994,0,8.548668773087712
588521,5875,POINT (-92.04734 42.63964),-1.6065291507026773,0.744202109865075,1,0.021273903604937177
605026,2853,POINT (-93.64958 42.0228),-1.6344935141098313,0.733436220907073,43,0.04789921547173147
605119,5483,POINT (-95.13914 41.23472),-1.6604912405158379,0.7196816301379563,2,0.022053087207058435
616294,10148,POINT (-91.19602 41.27667),-1.5916708137145992,0.7204137957591679,1,0.0
625479,10162,POINT (-93.05704701399998 41.69921300500005),-1.6241518625774574,0.7277885624276895,13,0.26439531964475543
634128,10147,POINT (-96.31084499699995 42.22908000100006),-1.6809413505755573,0.7370364861055413,2,3.899283797000583
634217,10172,POINT (-91.93258201299994 43.14364399900006),-1.6045262459865655,0.7529986390908442,3,0.01877032968705568
644267,4716,POINT (-95.14409103199995 43.14617600400004),-1.6605776523256086,0.7530428309147708,11,0.045519035043420655
654944,10178,POINT (-92.45538402899996 42.518088986000066),-1.6136508625018298,0.7420806444616384,40,0.020685158903979813
663231,10167,POINT (-90.57744502599996 41.653970006000065),-1.5808746437478602,0.7269989231316634,12,0.05092025341814564
684564,10085,POINT (-92.67564703399995 43.07128101700005),-1.6174951771594164,0.7517356667983826,7,0.2944852466987958
684579,10186,POINT (-91.53268082599999 41.65151507200005),-1.5975466535907827,0.7269560764504439,53,0.15664394111164723
684696,10188,POINT (-91.73247002599999 42.47325598800006),-1.6010336329407082,0.7412981610329983,1,0.4730635030377285
684969,10187,POINT (-91.56688888199994 41.67607098900004),-1.5981436967986886,0.7273846580529402,65,0.2187443346403145
685157,10185,POINT (-91.56544979299997 41.63729349700003),-1.5981185799574098,0.7267078631418743,56,0.37816698278678335
695270,9911,POINT (-93.77705199399998 41.66276698100006),-1.6367183201092133,0.7271524593096289,90,0.2985201593176087
705244,10168,POINT (-91.62248353099994 41.97717598300005),-1.5991140064702292,0.7326399315924381,100,4.037294569121598e-12
706104,10115,POINT (-93.46185999599999 41.69005598500007),-1.631217181968174,0.727628742279019,24,0.12537671569661787
714157,10177,POINT (-93.83953996199995 41.61510535300005),-1.6378089408936936,0.7263206069741679,74,0.016968617095986082
726032,2839,POINT (-90.60022100399999 41.537775999000075),-1.5812721595543224,0.7249709551384281,72,0.03147255904950671
735674,10193,POINT (-96.37095 42.53325),-1.6819903807748293,0.7423452540738782,36,0.0
774141,10101,POINT (-95.24454503999999 42.31139800200003),-1.662330905512034,0.7384732062566509,1,0.30720343262127003
774579,10181,POINT (-92.08489703599997 41.90946898000004),-1.6071846446381668,0.7314582214634303,1,0.024024176431397395
783369,10192,POINT (-91.98751801299994 43.29805600600008),-1.605485060064441,0.7556936370176071,0,7.819382405296533
788652,10190,POINT (-96.37786996399996 42.50271100200007),-1.682111156930748,0.7418122480085194,45,0.8934084888742699
788699,10197,POINT (-96.48771103299998 42.994979002000036),-1.6840282452387088,0.7504039454107263,4,0.14111562690866633
793756,10067,POINT (-91.65122394999997 42.02102995900003),-1.5996156214101824,0.7334053278637284,104,0.6905735667986523
811543,6253,POINT (-91.15512403199995 43.20318799100005),-1.590957044422208,0.7540378778010252,1,0.21574146561445023
822807,10194,POINT (-93.11361203599995 42.360154987000044),-1.62513910845282,0.7393241761782465,3,0.3857957231670392
822839,10196,POINT (-93.20285021899997 42.75305401700007),-1.6266966085646675,0.7461815578796389,9,0.020329163725507207
841010,10202,POINT (-96.29329402499997 43.20442047800003),-1.6806350283272324,0.7540593887571629,7,0.304104696563995
841303,10200,POINT (-92.33799103299998 42.51051698500004),-1.6116019682028497,0.7419484881132236,71,0.014436199618037823
841320,10206,POINT (-91.96206502199999 41.00727600100004),-1.6050408215670113,0.7157119834915041,9,0.02216344530174116
841362,10201,POINT (-94.01972703399997 41.61840999100008),-1.640953798569622,0.726378283787855,5,0.01131882611770684
841579,6234,POINT (-93.90158000099996 42.664579005000064),-1.6388917438423094,0.7446373776144974,6,0.09374929695706438
842136,10191,POINT (-91.22729297299998 40.71694498000005),-1.592216630060336,0.7106447512543776,0,5.940676922414833
862024,10199,POINT (-91.40584301699994 42.85405301600008),-1.5953329162077161,0.7479443229534076,3,0.06576018714659286
862056,4702,POINT (-94.16247101199997 42.50070399700007),-1.6434451509731165,0.7417772191631655,27,0.3516025306538877
873676,10198,POINT (-93.04541200999995 41.699760008000055),-1.623948793449174,0.7277981094310579,13,0.009674770452262298
883606,10068,POINT (-90.24521395999994 41.81825698400007),-1.5750761177687493,0.7298662718159149,19,0.04156257708333891
883646,10207,POINT (-96.30882435999996 43.19916885900005),-1.6809060838069199,0.753967730714553,7,0.0062681081483786935
883726,10212,POINT (-96.29861898499996 43.19918399800008),-1.6807279664117694,0.7539679949399489,7,0.19963996276046722
914220,10209,POINT (-94.37373201999998 41.04744300300007),-1.6471323511437987,0.7164130299270599,11,5.43855720314e-12
914840,10179,POINT (-93.09550997499997 41.31931099600007),-1.6248231678869733,0.7211580215356987,11,0.48475481401414217
926758,10208,POINT (-91.66783490799997 41.96194505900007),-1.5999055373191928,0.7323741018205175,88,0.019091245715332026
932318,6315,POINT (-92.07050396699998 41.79901301500007),-1.6069334381946503,0.7295304011957132,3,0.45990362337928986
988733,10180,POINT (-95.24492599799999 42.315835004000064),-1.6623375544834458,0.738550646550469,1,0.30720343262127003
1005406,10215,POINT (-91.66679194699998 42.02291322000008),-1.5998873342157731,0.7334381969688536,106,0.08395412530926064
1005421,10217,POINT (-92.64485803999997 41.32491501100003),-1.61695780784074,0.7212558300487792,6,2.123711787430106
1005516,6277,POINT (-91.67235099299995 42.04730099600005),-1.5999843578717423,0.7338638439572919,70,0.08628105225346351
1021679,10213,POINT (-93.30379800599997 41.027528020000034),-1.6284584798204194,0.7160654479032306,7,0.7078043026364133
1035245,2690,POINT (-93.10903098999995 41.32559599900003),-1.6250591541169346,0.7212677155315458,11,0.036467215573237954
1035615,4737,POINT (-95.20152500599994 42.64708400400008),-1.6615800642744134,0.7443320322444079,13,0.05194305226942059
1057059,10030,POINT (-94.866874001 42.067186014),-1.6557393023920564,0.7342109029932095,10,0.11319576821127159
1092579,5306,POINT (-90.671502971 42.512732992),-1.5825162645757704,0.7419871647316201,51,0.07507305506619932
1094104,10161,POINT (-93.145392022 41.820404009),-1.6256937738447583,0.7299037444712864,1,0.5369659825315977
1129110,10137,POINT (-95.749080039 41.037608013),-1.6711367024361308,0.716241376969658,7,0.16147991367480777
1140513,10221,POINT (-90.672446019 42.515959019),-1.582532723868375,0.7420434695245284,51,0.018382374902264853
1150663,10174,POINT (-91.678013136 42.03433239),-1.6000831809098122,0.7336374990831972,87,0.193833592608358
1161867,10195,POINT (-95.36298896 42.012782014),-1.664398141895003,0.7332613740669545,7,0.15179490060236114
1165643,10216,POINT (-91.619685987 40.853887005),-1.5990651801164606,0.713034840474975,2,2.9196622081690777
1165747,10139,POINT (-95.838859023 41.266689995),-1.672703641306026,0.7202396118125524,53,0.07692114259517092
1165900,10140,POINT (-95.852120032 41.253154018),-1.6729350895752126,0.7200033644464281,53,0.47415679027391694
1220540,10223,POINT (-96.07674104 42.483081004),-1.6768554657339612,0.7414696399112582,1,0.3809660504149119
1220561,10219,POINT (-95.875058033 41.257011998),-1.6733354332164883,0.7200706988999043,53,0.0357794703965071
1267541,10116,POINT (-93.53401804 43.419593015),-1.6324765774177734,0.7578148579876816,2,0.04964804384281954
1267788,4975,POINT (-96.416125976 42.511239002),-1.6827788502988312,0.7419610896871284,39,0.07632639696265717
1278662,10229,POINT (-95.816112969 43.185511983),-1.6723066477718895,0.7537293732628154,7,0.04395326040381296
1345796,10227,POINT (-93.772949974 41.65908699),-1.636646726354231,0.727088231350234,94,0.05083051964072526
1364726,10231,POINT (-96.485626035 42.996551992),-1.6839918551587114,0.7504313992653266,4,0.0368242464592141
1413603,10118,POINT (-91.128892028 41.764995019),-1.5904992095830126,0.7289366751605817,3,0.4687934834789384
1431904,10224,POINT (-95.357897959 42.012774009),-1.6643092871653307,0.7332612343533478,7,0.11628919669354734
1438739,10234,POINT (-93.734305545 41.618713877),-1.6359722538306278,0.7263835875991043,128,0.30515773475931235
1450179,10233,POINT (-94.126484987 42.444014001),-1.642817076352162,0.7407877920800218,16,1.9465226743955277
1450569,10189,POINT (-93.107034002 41.325942004),-1.6250243001012128,0.7212737544580237,11,0.10634603548644371
1468520,10232,POINT (-91.530334983 42.198901001),-1.5975057109066981,0.736509763190581,3,0.056501600140223006
1568259,10220,POINT (-92.577196971 41.961557982),-1.6157768994112716,0.7323673460524075,5,0.632694788115132
1573396,10240,POINT (-95.127291016 43.41661899),-1.660284436732022,0.7577629514593951,16,0.024644575774677126
1604631,10241,POINT (-90.359991971 41.588211),-1.5770793719695906,0.7258512119641235,6,1.0203655725046796
1612778,10066,POINT (-91.535378122 41.659255089),-1.5975937302868837,0.7270911652312534,58,0.06414593256552056
1612981,10243,POINT (-92.346161042 42.488349994),-1.6117445617598176,0.7415616011350129,74,0.0
1634422,10214,POINT (-93.71476297 41.582369987),-1.6356311715525598,0.7257492670556217,119,0.3977888615595509
1642930,10245,POINT (-91.361767031 41.286411984),-1.5945636451309542,0.7205838254556444,3,0.45473432081120846
1654073,10248,POINT (-92.35337501 42.480018005),-1.611870469253551,0.7414161804937229,77,0.021426171671459517
1654108,4724,POINT (-93.037979022 41.699635997),-1.6238190633353138,0.7277959450307984,13,0.10615613372304376
1673602,2843,POINT (-91.664676606 42.021095688),-1.599850414550521,0.7334064750511919,106,0.0749604420211489
1691611,10104,POINT (-91.551385965 42.043487985),-1.597873119853376,0.7337972943609263,32,0.49052112632532696
1695861,10254,POINT (-91.140934979 40.807956984),-1.5907093987296188,0.712233210383015,38,0.013037964611554473
1704381,10239,POINT (-93.785822985 41.540969001),-1.6368714027808264,0.7250266835363496,55,1.2590381272547762
1713073,10249,POINT (-96.057309022 43.006474992),-1.6765163130395542,0.750604588287002,6,0.02850771623494704
1733010,10256,POINT (-92.382799207 42.498291885),-1.6123840183709566,0.7417351198668374,85,0.02416569972116212
1755613,10261,POINT (-95.868007008 41.268345002),-1.673212369614598,0.7202684971338458,53,0.022538955347159075
1784648,10259,POINT (-93.62204001 42.054883014),-1.634012850608365,0.7339961751353365,43,0.03973702495999656
1798480,10258,POINT (-91.797099187 43.307893352),-1.60216162459296,0.7558653310949636,9,0.01807125656903275
1806396,10251,POINT (-90.955207057 41.982762683),-1.5874678349778317,0.7327374379017584,0,5.821420958624715
1816604,10257,POINT (-96.559417041 42.828441985),-1.6852797511717705,0.7474973261376259,1,0.41131392531356037
1846382,10260,POINT (-94.319196006 41.490099985),-1.6461805181385853,0.7241388517198999,4,0.41954649257953597
1876433,10211,POINT (-92.085968997 40.841117008),-1.6072033538870703,0.7128119619818553,0,9.231546037433194
1894034,10244,POINT (-94.150868028 42.422340998),-1.6432426406992608,0.7404095268188773,3,1.9465226743955277
1933040,10269,POINT (-92.336573988 42.503412986),-1.6115772361019511,0.7418244999406145,72,0.03862661790644687
1933240,10270,POINT (-93.601740968 41.716028988),-1.6336585654904643,0.7280820566979981,50,0.0849184300222096
1953003,2838,POINT (-90.599880028 41.559353993),-1.5812662084004523,0.7253475621797024,75,0.09016294229201154
1953091,10272,POINT (-93.834537013 41.599596013),-1.6377216229613352,0.7260499179263559,75,0.019290007097882086
1992123,10275,POINT (-93.575504019 41.600062005),-1.6332006443447364,0.7260580510210437,79,0.31096566106347096
2004161,10262,POINT (-93.565699036 42.471823982),-1.6330295151082843,0.7412731678133888,1,0.0
2051589,10225,POINT (-94.168193002 42.495551013),-1.643545018538383,0.7416872826260615,27,0.2542249004083834
2063650,10276,POINT (-92.355788296 42.46946729),-1.6119125890400434,0.7412320357785334,74,0.08319194756910248
2084185,10279,POINT (-91.707533026 41.296276982),-1.6005984001851383,0.7207560021514471,9,0.15514749156187643
